"","Scientific","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.Source","Diet.Certainty","BodyMass.Value","taxon"
"6577","Cacomantis flabelliformis",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",49.8,"bird"
"6578","Rhamphomantis megarhynchus",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",31.5,"bird"
"6579","Chrysococcyx minutillus",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",18.6,"bird"
"6580","Chrysococcyx lucidus",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",24.44,"bird"
"6581","Chrysococcyx basalis",80,0,0,0,0,0,0,0,20,0,"Ref_4","A",23.12,"bird"
"6582","Chrysococcyx ruficollis",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",21,"bird"
"6583","Chrysococcyx meyeri",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",19.42,"bird"
"6584","Chrysococcyx maculatus",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",27.38,"bird"
"6585","Chrysococcyx xanthorhynchus",80,0,0,0,0,0,20,0,0,0,"Ref_4","A",22.37,"bird"
"6586","Chrysococcyx osculans",80,0,0,0,0,0,0,0,20,0,"Ref_4","A",30.9,"bird"
"6587","Chrysococcyx flavigularis",80,0,0,0,0,0,20,0,0,0,"Ref_4","A",29.19,"bird"
"6588","Chrysococcyx klaas",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",27.37,"bird"
"6589","Chrysococcyx cupreus",80,10,0,0,0,0,0,0,10,0,"Ref_4","A",37.7,"bird"
"6590","Chrysococcyx caprius",80,10,0,0,0,0,0,0,10,0,"Ref_4","A",32.79,"bird"
"6591","Caliechthrus leucolophus",80,0,0,0,0,0,0,0,20,0,"Ref_4","A",107.16,"bird"
"6592","Surniculus lugubris",80,0,0,0,0,0,0,0,20,0,"Ref_4","A",29.7,"bird"
"6593","Microdynamis parva",0,0,0,0,0,0,100,0,0,0,"Ref_4","A",47.22,"bird"
"6594","Eudynamys scolopaceus",10,0,0,0,0,0,80,10,0,0,"Ref_4","A",194.92,"bird"
"6595","Eudynamys taitensis",70,10,20,0,0,0,0,0,0,0,"Ref_4","A",117,"bird"
"6596","Scythrops novaehollandiae",30,0,0,0,0,10,60,0,0,0,"Ref_4","A",683.99,"bird"
"6597","Ceuthmochares aereus",60,0,10,0,0,0,10,0,10,10,"Ref_4","A",65.8,"bird"
"6598","Phaenicophaeus diardi",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",62.1,"bird"
"6599","Phaenicophaeus sumatranus",90,0,10,0,0,0,0,0,0,0,"Ref_4","A",91.94,"bird"
"6600","Phaenicophaeus tristis",80,0,20,0,0,0,0,0,0,0,"Ref_4","A",117,"bird"
"6601","Phaenicophaeus viridirostris",70,0,20,0,0,0,10,0,0,0,"Ref_4","A",67,"bird"
"6602","Phaenicophaeus leschenaultii",70,0,20,0,0,0,10,0,0,0,"Ref_4","A",174.69,"bird"
"6603","Phaenicophaeus chlorophaeus",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",51.21,"bird"
"6604","Phaenicophaeus javanicus",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",109,"bird"
"6605","Phaenicophaeus calyorhynchus",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",111.35,"bird"
"6606","Phaenicophaeus curvirostris",60,20,20,0,0,0,0,0,0,0,"Ref_4","A",154,"bird"
"6607","Phaenicophaeus pyrrhocephalus",0,0,0,0,0,0,100,0,0,0,"Ref_4","A",111.35,"bird"
"6608","Phaenicophaeus superciliosus",80,0,20,0,0,0,0,0,0,0,"Ref_4","A",123,"bird"
"6609","Phaenicophaeus cumingi",80,0,20,0,0,0,0,0,0,0,"Ref_4","A",170.46,"bird"
"6610","Carpococcyx radiatus",80,0,0,0,0,0,20,0,0,0,"Ref_4","A",495.68,"bird"
"6611","Carpococcyx viridis",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",525,"bird"
"6612","Carpococcyx renauldi",60,20,10,0,0,0,0,0,10,0,"Ref_4","A",550,"bird"
"6613","Coua gigas",90,0,0,0,0,0,0,0,10,0,"Ref_4","A",424,"bird"
"6614","Coua coquereli",80,0,0,0,0,0,20,0,0,0,"Ref_4","A",160,"bird"
"6615","Coua serriana",10,0,0,0,0,0,70,0,20,0,"Ref_4","A",293,"bird"
"6616","Coua reynaudii",70,0,10,0,0,0,10,0,10,0,"Ref_4","A",153,"bird"
"6617","Coua cursor",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",110,"bird"
"6618","Coua ruficeps",80,0,0,0,0,0,20,0,0,0,"Ref_4","A",180,"bird"
"6619","Coua cristata",70,0,0,0,0,0,20,0,10,0,"Ref_4","A",147,"bird"
"6620","Coua verreauxi",80,0,0,0,0,0,20,0,0,0,"Ref_4","A",203.75,"bird"
"6621","Coua caerulea",70,0,10,0,0,0,10,0,0,10,"Ref_4","A",244,"bird"
"6622","Centropus milo",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",769,"bird"
"6623","Centropus goliath",80,10,10,0,0,0,0,0,0,0,"Ref_4","D1",499.42,"bird"
"6624","Centropus violaceus",90,0,10,0,0,0,0,0,0,0,"Ref_4","A",499.99,"bird"
"6625","Centropus menbeki",30,30,40,0,0,0,0,0,0,0,"Ref_4","A",519,"bird"
"6626","Centropus ateralbus",90,0,0,0,10,0,0,0,0,0,"Ref_4","A",339,"bird"
"6627","Centropus phasianinus",70,20,10,0,0,0,0,0,0,0,"Ref_4","A",381.98,"bird"
"6628","Centropus spilopterus",80,10,10,0,0,0,0,0,0,0,"Ref_4","D1",244.36,"bird"
"6629","Centropus bernsteini",80,10,10,0,0,0,0,0,0,0,"Ref_4","D1",162.11,"bird"
"6630","Centropus chalybeus",80,10,10,0,0,0,0,0,0,0,"Ref_4","D1",244.36,"bird"
"6631","Centropus rectunguis",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",238,"bird"
"6632","Centropus steerii",80,10,10,0,0,0,0,0,0,0,"Ref_4","D1",198.43,"bird"
"6633","Centropus sinensis",30,30,0,0,0,0,20,0,20,0,"Ref_4","A",280.7,"bird"
"6634","Centropus andamanensis",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",234,"bird"
"6635","Centropus nigrorufus",80,0,20,0,0,0,0,0,0,0,"Ref_4","A",244.36,"bird"
"6636","Centropus viridis",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",142,"bird"
"6637","Centropus toulou",50,30,20,0,0,0,0,0,0,0,"Ref_4","A",166.35,"bird"
"6638","Centropus grillii",80,0,10,0,0,0,0,0,10,0,"Ref_4","A",122.88,"bird"
"6639","Centropus bengalensis",80,0,10,0,0,0,10,0,0,0,"Ref_4","A",148.91,"bird"
"6640","Centropus chlororhynchus",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",244.36,"bird"
"6641","Centropus leucogaster",80,0,20,0,0,0,0,0,0,0,"Ref_4","A",307.81,"bird"
"6642","Centropus anselli",70,20,10,0,0,0,0,0,0,0,"Ref_4","A",210,"bird"
"6643","Centropus monachus",40,30,30,0,0,0,0,0,0,0,"Ref_4","A",201.31,"bird"
"6644","Centropus cupreicaudus",40,30,30,0,0,0,0,0,0,0,"Ref_4","A",285.18,"bird"
"6645","Centropus senegalensis",40,30,30,0,0,0,0,0,0,0,"Ref_4","A",169,"bird"
"6646","Centropus superciliosus",50,30,20,0,0,0,0,0,0,0,"Ref_4","A",148.45,"bird"
"6647","Centropus melanops",80,10,10,0,0,0,0,0,0,0,"Ref_4","D1",221.2,"bird"
"6648","Centropus celebensis",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",244.36,"bird"
"6649","Centropus unirufus",80,10,10,0,0,0,0,0,0,0,"Ref_4","D1",183.76,"bird"
"6650","Coccycua pumila",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",37.1,"bird"
"6651","Coccycua cinerea",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",41.04,"bird"
"6652","Coccyzus erythropthalmus",60,10,10,10,0,0,10,0,0,0,"Ref_4","A",50.9,"bird"
"6653","Coccyzus americanus",60,10,20,0,0,0,10,0,0,0,"Ref_4","A",64,"bird"
"6654","Coccyzus euleri",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",52.3,"bird"
"6655","Coccyzus minor",70,0,20,0,0,0,10,0,0,0,"Ref_4","A",63.89,"bird"
"6656","Coccyzus ferrugineus",80,0,20,0,0,0,0,0,0,0,"Ref_4","A",70,"bird"
"6657","Coccyzus melacoryphus",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",49.71,"bird"
"6658","Coccyzus lansbergi",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",50.3,"bird"
"6659","Coccyzus pluvialis",40,30,30,0,0,0,0,0,0,0,"Ref_4","A",163,"bird"
"6660","Coccyzus rufigularis",40,30,30,0,0,0,0,0,0,0,"Ref_4","A",128,"bird"
"6661","Piaya cayana",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",101.98,"bird"
"6662","Piaya melanogaster",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",102.82,"bird"
"6663","Coccycua minuta",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",39.3,"bird"
"6664","Coccyzus merlini",50,0,50,0,0,0,0,0,0,0,"Ref_4","B",169.59,"bird"
"6665","Coccyzus vetula",40,30,30,0,0,0,0,0,0,0,"Ref_4","A",96,"bird"
"6666","Coccyzus longirostris",70,0,30,0,0,0,0,0,0,0,"Ref_4","A",100,"bird"
"6667","Coccyzus vieilloti",50,0,50,0,0,0,0,0,0,0,"Ref_4","A",81.9,"bird"
"6668","Crotophaga major",40,0,20,0,0,0,30,0,10,0,"Ref_4","A",148.25,"bird"
"6669","Crotophaga ani",40,20,20,0,0,0,10,0,10,0,"Ref_4","A",110.09,"bird"
"6670","Crotophaga sulcirostris",60,0,20,0,0,0,10,0,10,0,"Ref_4","A",82.04,"bird"
"6671","Guira guira",40,30,30,0,0,0,0,0,0,0,"Ref_4","A",141,"bird"
"6672","Tapera naevia",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",48.42,"bird"
"6673","Morococcyx erythropygus",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",64.53,"bird"
"6674","Dromococcyx phasianellus",90,0,10,0,0,0,0,0,0,0,"Ref_4","A",84.5,"bird"
"6675","Dromococcyx pavoninus",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",46.4,"bird"
"6676","Geococcyx californianus",30,30,20,0,0,10,10,0,0,0,"Ref_4","A",376,"bird"
"6677","Geococcyx velox",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",179.89,"bird"
"6678","Neomorphus geoffroyi",50,0,30,0,0,10,0,0,10,0,"Ref_4","A",355.03,"bird"
"6679","Neomorphus radiolosus",80,0,20,0,0,0,0,0,0,0,"Ref_4","D1",399,"bird"
"6680","Neomorphus rufipennis",80,0,20,0,0,0,0,0,0,0,"Ref_4","D1",377.73,"bird"
"6681","Neomorphus pucheranii",100,0,0,0,0,0,0,0,0,0,"Ref_4","A",330,"bird"
"6682","Opisthocomus hoazin",0,0,0,0,0,0,0,0,0,100,"Ref_3","A",696,"bird"
"6683","Probosciger aterrimus",0,0,0,0,0,0,40,0,30,30,"Ref_4","A",841,"bird"
"6684","Calyptorhynchus baudinii",0,0,0,0,0,0,0,0,100,0,"Ref_4","A",620,"bird"
"6685","Calyptorhynchus latirostris",20,0,0,0,0,0,0,0,50,30,"Ref_4","A",612,"bird"
"6686","Calyptorhynchus funereus",50,0,0,0,0,0,0,0,50,0,"Ref_4","A",674.72,"bird"
"6687","Calyptorhynchus banksii",0,0,0,0,0,0,50,0,50,0,"Ref_4","A",721.9,"bird"
"6688","Calyptorhynchus lathami",0,0,0,0,0,0,0,0,100,0,"Ref_4","A",437,"bird"
"6689","Callocephalon fimbriatum",20,0,0,0,0,0,40,0,40,0,"Ref_4","A",256,"bird"
"6690","Cacatua roseicapilla",0,0,0,0,0,0,0,0,100,0,"Ref_4","A",325.33,"bird"
"6691","Cacatua leadbeateri",20,0,0,0,0,0,0,0,80,0,"Ref_4","A",396.83,"bird"
"6692","Cacatua sulphurea",0,0,0,0,0,0,50,0,50,0,"Ref_4","A",303.34,"bird"
"6693","Cacatua galerita",0,0,0,0,0,0,40,0,40,20,"Ref_4","A",720.43,"bird"
"6694","Cacatua ophthalmica",0,0,0,0,0,0,50,0,50,0,"Ref_4","A",492,"bird"
"6695","Cacatua moluccensis",0,0,0,0,0,0,50,0,50,0,"Ref_4","A",834.99,"bird"
"6696","Cacatua alba",10,0,0,0,0,0,0,0,90,0,"Ref_4","A",570,"bird"
"6697","Cacatua haematuropygia",0,0,0,0,0,0,50,0,50,0,"Ref_4","A",288,"bird"
"6698","Cacatua goffiniana",10,0,0,0,0,0,20,0,60,10,"Ref_4","D1",275,"bird"
"6699","Cacatua sanguinea",10,0,0,0,0,0,0,0,50,40,"Ref_4","A",523.69,"bird"
"6700","Cacatua pastinator",10,0,0,0,0,0,0,0,90,0,"Ref_4","A",631.7,"bird"
"6701","Cacatua tenuirostris",0,0,0,0,0,0,0,0,60,40,"Ref_4","A",566.61,"bird"
"6702","Cacatua ducorpsii",20,0,0,0,0,0,30,0,30,20,"Ref_4","A",394,"bird"
"6703","Nymphicus hollandicus",0,0,0,0,0,0,0,0,100,0,"Ref_4","A",94.61,"bird"
"6704","Chalcopsitta atra",0,0,0,0,0,0,20,80,0,0,"Ref_4","D1",195,"bird"
"6705","Chalcopsitta duivenbodei",0,0,0,0,0,0,20,80,0,0,"Ref_4","D1",218,"bird"
"6706","Chalcopsitta sintillata",0,0,0,0,0,0,0,100,0,0,"Ref_4","A",190,"bird"
"6707","Chalcopsitta cardinalis",0,0,0,0,0,0,50,50,0,0,"Ref_4","A",183,"bird"
"6708","Eos histrio",0,0,0,0,0,0,100,0,0,0,"Ref_4","B",113.33,"bird"
"6709","Eos squamata",0,0,0,0,0,0,30,30,0,40,"Ref_4","A",100,"bird"
"6710","Eos bornea",0,0,0,0,0,0,0,80,0,20,"Ref_4","B",156,"bird"
"6711","Eos reticulata",10,0,0,0,0,0,30,30,0,30,"Ref_4","D1",113.33,"bird"
"6712","Eos cyanogenia",0,0,0,0,0,0,0,80,0,20,"Ref_4","B",167,"bird"
"6713","Eos semilarvata",0,0,0,0,0,0,0,100,0,0,"Ref_4","A",94.47,"bird"
"6714","Pseudeos fuscata",0,0,0,0,0,0,20,60,0,20,"Ref_4","A",149,"bird"
"6715","Trichoglossus ornatus",0,0,0,0,0,0,30,70,0,0,"Ref_4","B",120,"bird"
"6716","Trichoglossus haematodus",0,0,0,0,0,0,30,40,30,0,"Ref_4","A",113.25,"bird"
"6717","Trichoglossus euteles",0,0,0,0,0,0,0,100,0,0,"Ref_4","D1",73.7,"bird"
"6718","Trichoglossus flavoviridis",0,0,0,0,0,0,30,20,0,50,"Ref_4","B",90.54,"bird"
"6719","Trichoglossus johnstoniae",0,0,0,0,0,0,0,100,0,0,"Ref_4","A",55.2,"bird"
"6720","Trichoglossus rubiginosus",20,0,0,0,0,0,30,50,0,0,"Ref_4","A",77.5,"bird"
"6721","Trichoglossus chlorolepidotus",0,0,0,0,0,0,30,60,0,10,"Ref_4","A",87.1,"bird"
"6722","Psitteuteles versicolor",0,0,0,0,0,0,0,100,0,0,"Ref_4","A",53.5,"bird"
"6723","Psitteuteles iris",0,0,0,0,0,0,0,100,0,0,"Ref_4","B",58.75,"bird"
"6724","Psitteuteles goldiei",0,0,0,0,0,0,0,100,0,0,"Ref_4","A",58.7,"bird"
"6725","Lorius garrulus",0,0,0,0,0,0,0,100,0,0,"Ref_4","B",143,"bird"
"6726","Lorius domicella",0,0,0,0,0,0,40,60,0,0,"Ref_4","B",182,"bird"
"6727","Lorius lory",30,0,0,0,0,0,30,40,0,0,"Ref_4","A",176.89,"bird"
"6728","Lorius hypoinochrous",0,0,0,0,0,0,20,60,0,20,"Ref_4","A",187,"bird"
"6729","Lorius albidinucha",0,0,0,0,0,0,20,60,0,20,"Ref_4","A",132,"bird"
"6730","Lorius chlorocercus",10,0,0,0,0,0,30,40,20,0,"Ref_4","A",173.51,"bird"
"6731","Phigys solitarius",0,0,0,0,0,0,20,60,0,20,"Ref_4","A",83.26,"bird"
"6732","Vini australis",0,0,0,0,0,0,50,50,0,0,"Ref_4","A",55,"bird"
"6733","Vini kuhlii",0,0,0,0,0,0,30,20,0,50,"Ref_4","A",55,"bird"
"6734","Vini stepheni",20,0,0,0,0,0,30,50,0,0,"Ref_4","A",55,"bird"
"6735","Vini peruviana",0,0,0,0,0,0,20,70,0,10,"Ref_4","A",29,"bird"
"6736","Vini ultramarina",0,0,0,0,0,0,20,70,0,10,"Ref_4","A",40,"bird"
"6737","Glossopsitta concinna",10,0,0,0,0,0,10,30,10,40,"Ref_4","A",70.54,"bird"
"6738","Glossopsitta pusilla",0,0,0,0,0,0,30,40,0,30,"Ref_4","A",39.4,"bird"
"6739","Glossopsitta porphyrocephala",0,0,0,0,0,0,30,70,0,0,"Ref_4","A",44.7,"bird"
"6740","Charmosyna palmarum",0,0,0,0,0,0,30,40,0,30,"Ref_4","A",36.98,"bird"
"6741","Charmosyna rubrigularis",0,0,0,0,0,0,0,50,0,50,"Ref_4","A",37,"bird"
"6742","Charmosyna meeki",0,0,0,0,0,0,20,70,0,10,"Ref_4","A",23.8,"bird"
"6743","Charmosyna toxopei",0,0,0,0,0,0,0,100,0,0,"Ref_4","B",36.98,"bird"
"6744","Charmosyna multistriata",0,0,0,0,0,0,30,20,0,50,"Ref_4","A",36.98,"bird"
"6745","Charmosyna wilhelminae",0,0,0,0,0,0,0,60,0,40,"Ref_4","A",36.98,"bird"
"6746","Charmosyna rubronotata",0,0,0,0,0,0,0,100,0,0,"Ref_4","B",32.5,"bird"
"6747","Charmosyna placentis",0,0,0,0,0,0,0,50,0,50,"Ref_4","A",33.6,"bird"
"6748","Charmosyna diadema",0,0,0,0,0,0,10,50,0,40,"Ref_4","D1",36.98,"bird"
"6749","Charmosyna amabilis",0,0,0,0,0,0,50,50,0,0,"Ref_4","A",8.54,"bird"
"6750","Charmosyna margarethae",0,0,0,0,0,0,20,50,0,30,"Ref_4","A",49.39,"bird"
"6751","Charmosyna pulchella",0,0,0,0,0,0,0,60,0,40,"Ref_4","C",34.1,"bird"
"6752","Charmosyna josefinae",0,0,0,0,0,0,0,60,0,40,"Ref_4","A",74,"bird"
"6753","Charmosyna papou",0,0,0,0,0,0,30,20,10,40,"Ref_4","A",82.89,"bird"
"6754","Oreopsittacus arfaki",0,0,0,0,0,0,30,40,0,30,"Ref_4","A",20.2,"bird"
"6755","Neopsittacus musschenbroekii",20,0,0,0,0,0,40,10,20,10,"Ref_4","A",50.9,"bird"
"6756","Neopsittacus pullicauda",0,0,0,0,0,0,10,50,10,30,"Ref_4","A",33.2,"bird"
"6757","Nestor notabilis",0,0,0,0,0,10,30,0,0,60,"Ref_4","A",862.97,"bird"
"6758","Nestor meridionalis",10,0,0,0,0,0,40,10,10,30,"Ref_4","A",428.01,"bird"
"6759","Micropsitta keiensis",0,0,0,0,0,0,0,0,10,90,"Ref_4","A",12.1,"bird"
"6760","Micropsitta geelvinkiana",0,0,0,0,0,0,0,0,10,90,"Ref_4","A",12.2,"bird"
"6761","Micropsitta pusio",20,0,0,0,0,0,20,0,20,40,"Ref_4","A",14,"bird"
"6762","Micropsitta meeki",0,0,0,0,0,0,0,0,0,100,"Ref_4","A",12.98,"bird"
"6763","Micropsitta finschii",30,0,0,0,0,0,0,0,0,70,"Ref_4","A",14.95,"bird"
"6764","Micropsitta bruijnii",0,0,0,0,0,0,40,0,0,60,"Ref_4","A",13.43,"bird"
"6765","Cyclopsitta gulielmitertii",0,0,0,0,0,0,0,30,60,10,"Ref_4","A",31,"bird"
"6766","Cyclopsitta diophthalma",10,0,0,0,0,0,30,20,20,20,"Ref_4","A",41.84,"bird"
"6767","Psittaculirostris desmarestii",0,0,0,0,0,0,60,0,40,0,"Ref_4","A",117,"bird"
"6768","Psittaculirostris edwardsii",0,0,0,0,0,0,100,0,0,0,"Ref_4","A",105,"bird"
"6769","Psittaculirostris salvadorii",0,0,0,0,0,0,30,0,70,0,"Ref_4","B",118,"bird"
"6770","Bolbopsittacus lunulatus",0,0,0,0,0,0,100,0,0,0,"Ref_4","A",67.6,"bird"
"6771","Psittinus cyanurus",0,0,0,0,0,0,50,0,50,0,"Ref_4","B",11.77,"bird"
"6772","Psittacella brehmii",0,0,0,0,0,0,30,10,30,30,"Ref_4","A",107,"bird"
"6773","Psittacella picta",0,0,0,0,0,0,50,0,50,0,"Ref_4","A",62.9,"bird"
"6774","Psittacella modesta",0,0,0,0,0,0,50,0,50,0,"Ref_4","A",44.7,"bird"
"6775","Psittacella madaraszi",0,0,0,0,0,0,30,0,50,20,"Ref_4","A",38.81,"bird"
"6776","Geoffroyus geoffroyi",0,0,0,0,0,0,30,0,30,40,"Ref_4","A",164,"bird"
"6777","Geoffroyus simplex",0,0,0,0,0,0,0,10,70,20,"Ref_4","A",161,"bird"
"6778","Geoffroyus heteroclitus",0,0,0,0,0,0,90,0,0,10,"Ref_4","A",170,"bird"
"6779","Prioniturus montanus",0,0,0,0,0,0,100,0,0,0,"Ref_4","A",118.26,"bird"
"6780","Prioniturus waterstradti",0,0,0,0,0,0,70,0,30,0,"Ref_4","D1",119,"bird"
"6781","Prioniturus platenae",0,0,0,0,0,0,100,0,0,0,"Ref_4","B",112,"bird"
"6782","Prioniturus luconensis",0,0,0,0,0,0,70,0,20,10,"Ref_4","A",108,"bird"
"6783","Prioniturus discurus",0,0,0,0,0,0,100,0,0,0,"Ref_4","B",148.05,"bird"
"6784","Prioniturus verticalis",0,0,0,0,0,0,70,0,30,0,"Ref_4","D1",45.04,"bird"
"6785","Prioniturus flavicans",0,0,0,0,0,0,70,0,30,0,"Ref_4","D1",116.8,"bird"
"6786","Prioniturus platurus",0,0,0,0,0,0,60,0,40,0,"Ref_4","A",66.29,"bird"
"6787","Prioniturus mada",0,0,0,0,0,0,70,0,30,0,"Ref_4","D1",116.8,"bird"
"6788","Tanygnathus megalorynchos",0,0,0,0,0,0,100,0,0,0,"Ref_4","A",325,"bird"
"6789","Tanygnathus lucionensis",0,0,0,0,0,0,50,0,50,0,"Ref_4","A",215,"bird"
"6790","Tanygnathus sumatranus",0,0,0,0,0,0,100,0,0,0,"Ref_4","A",269.56,"bird"
"6791","Tanygnathus gramineus",0,0,0,0,0,0,80,0,20,0,"Ref_4","D1",237.25,"bird"
"6792","Eclectus roratus",0,0,0,0,0,0,40,0,30,30,"Ref_4","A",480.76,"bird"
"6793","Psittrichas fulgidus",0,0,0,0,0,0,70,10,0,20,"Ref_4","A",864.99,"bird"
"6794","Prosopeia splendens",20,0,0,0,0,0,60,0,10,10,"Ref_4","D1",143.2,"bird"
"6795","Prosopeia personata",20,0,0,0,0,0,30,0,30,20,"Ref_4","A",163.71,"bird"
"6796","Prosopeia tabuensis",10,0,0,0,0,0,90,0,0,0,"Ref_4","A",232,"bird"
"6797","Alisterus scapularis",0,0,0,0,0,0,30,10,30,30,"Ref_4","A",232.26,"bird"
"6798","Alisterus amboinensis",0,0,0,0,0,0,40,0,30,30,"Ref_4","A",153,"bird"
"6799","Alisterus chloropterus",0,0,0,0,0,0,50,0,50,0,"Ref_4","A",156,"bird"
"6800","Aprosmictus jonquillaceus",10,0,0,0,0,0,30,10,30,20,"Ref_4","D1",119,"bird"
"6801","Aprosmictus erythropterus",10,0,0,0,0,0,30,10,30,20,"Ref_4","A",136,"bird"
"6802","Polytelis swainsonii",0,0,0,0,0,0,30,0,50,20,"Ref_4","A",153,"bird"
"6803","Polytelis anthopeplus",0,0,0,0,0,0,30,0,40,30,"Ref_4","A",170,"bird"
"6804","Polytelis alexandrae",0,0,0,0,0,0,0,0,70,30,"Ref_4","A",103.69,"bird"
"6805","Purpureicephalus spurius",10,0,0,0,0,0,10,0,50,30,"Ref_4","A",116,"bird"
"6806","Barnardius zonarius",10,0,0,0,0,0,60,10,10,10,"Ref_4","A",121,"bird"
"6807","Platycercus caledonicus",10,0,0,0,0,0,20,0,40,30,"Ref_4","A",132.59,"bird"
"6808","Platycercus elegans",10,0,0,0,0,0,30,0,30,30,"Ref_4","A",123.86,"bird"
"6809","Platycercus venustus",0,0,0,0,0,0,0,20,80,0,"Ref_4","A",89.44,"bird"
"6810","Platycercus adscitus",0,0,0,0,0,0,30,0,40,30,"Ref_4","A",111,"bird"
"6811","Platycercus eximius",10,0,0,0,0,0,30,0,30,30,"Ref_4","A",104,"bird"
"6812","Platycercus icterotis",0,0,0,0,0,0,30,0,40,30,"Ref_4","A",63.26,"bird"
"6813","Northiella haematogaster",10,0,0,0,0,0,30,0,30,30,"Ref_4","A",85.92,"bird"
"6814","Psephotus haematonotus",0,0,0,0,0,0,30,0,40,30,"Ref_4","A",61.39,"bird"
"6815","Psephotus varius",0,0,0,0,0,0,0,0,100,0,"Ref_4","A",61.5,"bird"
"6816","Psephotus dissimilis",0,0,0,0,0,0,0,0,100,0,"Ref_4","A",45.8,"bird"
"6817","Psephotus chrysopterygius",0,0,0,0,0,0,0,0,70,30,"Ref_4","A",46.8,"bird"
"6818","Cyanoramphus unicolor",0,0,0,0,0,10,10,0,10,70,"Ref_4","A",149.03,"bird"
"6819","Cyanoramphus novaezelandiae",10,0,0,0,0,0,30,0,30,30,"Ref_4","A",90.22,"bird"
"6820","Cyanoramphus auriceps",0,0,0,0,0,0,0,0,70,30,"Ref_4","A",45.64,"bird"
"6821","Eunymphicus cornutus",0,0,0,0,0,0,30,60,0,10,"Ref_4","A",130,"bird"
"6822","Neopsephotus bourkii",0,0,0,0,0,0,0,0,70,30,"Ref_4","A",44.4,"bird"
"6823","Neophema chrysostoma",0,0,0,0,0,0,0,0,100,0,"Ref_4","A",46.1,"bird"
"6824","Neophema elegans",0,0,0,0,0,0,0,0,100,0,"Ref_4","A",43.4,"bird"
"6825","Neophema petrophila",0,0,0,0,0,0,0,0,100,0,"Ref_4","A",53.2,"bird"
"6826","Neophema chrysogaster",0,0,0,0,0,0,0,0,100,0,"Ref_4","A",45.9,"bird"
"6827","Neophema pulchella",0,0,0,0,0,0,30,0,40,30,"Ref_4","A",41.37,"bird"
"6828","Neophema splendida",0,0,0,0,0,0,0,0,100,0,"Ref_4","A",38.6,"bird"
"6829","Lathamus discolor",20,0,0,0,0,0,0,80,0,0,"Ref_4","A",64.7,"bird"
"6830","Melopsittacus undulatus",0,0,0,0,0,0,0,0,100,0,"Ref_4","A",28.99,"bird"
"6831","Pezoporus wallicus",0,0,0,0,0,0,0,0,60,40,"Ref_4","A",71.21,"bird"
"6832","Pezoporus occidentalis",0,0,0,0,0,0,0,0,100,0,"Ref_4","A",130,"bird"
"6833","Strigops habroptila",0,0,0,0,0,0,30,0,20,50,"Ref_4","A",1732.05,"bird"
"6834","Coracopsis vasa",0,0,0,0,0,0,60,0,40,0,"Ref_4","A",525,"bird"
"6835","Coracopsis nigra",0,0,0,0,0,0,60,0,20,20,"Ref_4","A",186.24,"bird"
"6836","Psittacus erithacus",0,0,0,0,0,0,50,0,50,0,"Ref_4","A",333,"bird"
"6837","Poicephalus robustus",0,0,0,0,0,0,30,30,40,0,"Ref_4","A",343.01,"bird"
"6838","Poicephalus gulielmi",10,0,0,0,0,0,30,0,40,20,"Ref_4","A",274.59,"bird"
"6839","Poicephalus senegalus",0,0,0,0,0,0,40,0,30,30,"Ref_4","A",147,"bird"
"6840","Poicephalus crassus",0,0,0,0,0,0,0,0,100,0,"Ref_4","A",174.25,"bird"
